time,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769
363000,0.04596336663347955,0.0004632449415069573,0.003390762067823516,0.013341069125708316,0.0063351874886663495,0.0059312031182727765,0.01242669452371814,0.0050584123254253655,0.012442225909317983,0.00906143917494262,0.00048768746648875094,0.05008068103262531,0.01589825188730032,0.01954880486231758,0.0017538067956479608,0.0031993193145964938,0.0008699841340558123,0.01962959034770506,0.02657072794491455,0.0038343448330167007,0.017909217002426203,0.020918617129673578,0.07349420828937525,0.019922827810475496,0.0016858939589212696,0.0009981553818576572,0.002673190841690598,0.005249203031851835,0.0038057903356119027
363300,0.04212796647222916,0.00023537067265522182,0.005141963686071449,0.016339725481579137,0.004997657288178914,0.009192587217029313,0.020558443079224276,0.006543280653808381,0.01573427295489438,0.009651757739987943,0.0076985311343946705,0.053542409171789984,0.011952283833082333,0.016233299760145314,0.0015070209221264008,0.0030736888189366596,0.0014587496483500217,0.028456608277082296,0.038261485690725294,0.01165552788448565,0.01914122292677689,0.026689330244153098,0.07237544039778498,0.03089816761290365,0.002122648916071057,0.002080295039533553,0.0031091478485691937,0.006243127671503146,0.005235229291542964
363600,0.0364205728439444,0.0002950617845769443,0.0032927324224445442,0.010955756237301273,0.0050503457541069,0.0056624960867850405,0.011972576165270254,0.004609937202346259,0.011307641137825897,0.007858499738844671,0.0040291304148993845,0.04261810879276595,0.011677003455879742,0.013591410699540063,0.0013398581805219578,0.0026458835155054317,0.000936663201024146,0.019077075944842647,0.024955134641274412,0.006545371044865078,0.01569596606217516,0.0186464037811902,0.06019394440460246,0.020801433740970765,0.0015190867619381265,0.0012289331029862183,0.0023261348857417374,0.004576656491991571,0.00356804322723292
363900,0.030368634054980248,8.7960535964271e-05,0.008081250859135025,0.018759807987201782,0.0007502541079205116,0.010303273175289007,0.0252724322733755,0.007270044257033703,0.017414750512678268,0.009928843736346948,0.009513510535526848,0.05100706864225657,0.005031600256096169,0.011302375464282477,0.00130768265921688,0.0029823371387109887,0.0018130510659588595,0.03553793173180253,0.03601751283661514,0.016520682318144964,0.01649597189661023,0.02600275001120167,0.06673766851763219,0.03448552388931603,0.0024527589725593657,0.0033093426684374094,0.003442146309808436,0.006712278398516958,0.0058747984469675885
364200,0.025566282483303837,7.857008800726817e-05,0.005931367007370625,0.01414458624427084,0.00024559515357225337,0.007551215223607244,0.01798941441406754,0.005734714828413701,0.013825305337377358,0.00823665262002038,0.009494208833878304,0.04150720538447672,0.004681887407308238,0.008464767897784498,0.001060670562338828,0.002487090332856212,0.0014500158944130703,0.027557702515565552,0.027816106253808925,0.014047244861934871,0.014218592071635783,0.019987136720985177,0.05565553158327674,0.027893476900871406,0.0019328309994222082,0.0025787470144251756,0.002725981664802646,0.0053223231176744434,0.004608719942723383
364500,0.04120536911175776,0.000266387358514919,0.005203567027017186,0.01696181093368665,0.0026258808208083906,0.007635201037466288,0.01695924460258169,0.0062629190193277395,0.014982969507421728,0.009791340327929277,0.008547355059050687,0.05177358004526411,0.011897492386133024,0.01608528842074719,0.0015301541974253041,0.0031530454113379847,0.0013861853907997101,0.02715997597713482,0.03293591497830306,0.011859016035977277,0.018576535306635833,0.023937002079506442,0.07362329962301573,0.027651213746977987,0.0020531804881684934,0.0018921888907925677,0.0030283934155477255,0.006157225075646977,0.004909162287148661
364800,0.027217696061640595,8.396501443286297e-05,0.007499689224779615,0.015524162882023518,0.0006724851222799089,0.00974361305930671,0.024077957576658093,0.00655272143312402,0.015811651953818284,0.008955180378549699,0.006903390991233493,0.0461385359014983,0.0044730063709721435,0.009206997662595029,0.0011908913250167075,0.00270737351790018,0.0016325460066326514,0.032544829613520676,0.03183515695818073,0.01405927577175703,0.014961370375871752,0.023826371966876536,0.059173820531931653,0.03124251140081924,0.0022355269021474555,0.0031331998065269318,0.0031617755138384496,0.005997038660282783,0.005272926345966766
365100,0.03476753187579362,0.0001126445310930535,0.006894526288206748,0.01776205406979159,0.0016038205818631468,0.009865464714550853,0.023268657372263135,0.007016543395963026,0.01670009664363903,0.009759895847231803,0.010523187359218866,0.051509182032987155,0.007641279963728209,0.012523049021709198,0.0013218211557202153,0.0029548638026071217,0.0017171298376936761,0.03296915834818748,0.03767184815476554,0.015658120142667542,0.017842335742756177,0.026575961634769385,0.06798372128925934,0.03372745015896328,0.0023079016813341013,0.0027834970844224927,0.0032685406909109815,0.006540872967697453,0.005666880306293365
365400,0.034959632513547945,0.00023329052049092525,0.0052269926598853544,0.015666851393639547,0.001936435306106432,0.007903379719799375,0.01836708055365932,0.005695078747955051,0.013836186437302445,0.008587769151432667,0.004224696654389959,0.04622583923691792,0.009553939526519173,0.01435208193455395,0.001375169042773905,0.002770873731137158,0.0012595081785349294,0.025650549175267656,0.03041052687193968,0.009450867784721595,0.015207464710655927,0.02219817687372938,0.06380808474591504,0.02485045344883474,0.0019099741878818577,0.0019822450872553077,0.002819320734161579,0.005508715671616926,0.004482977826640422
365700,0.04855474037722729,0.00029312259934499707,0.005296659369427914,0.01782405712341273,0.005560963780638417,0.009815468028470775,0.021516656717487592,0.007355604031957341,0.01783763630563584,0.011161543412526953,0.009196144897487102,0.0610268433385599,0.014000811642937094,0.01815631845450838,0.0017613178843163269,0.0035905564758493824,0.0016265515582034595,0.03134900236641158,0.04078840435496289,0.013294291608708875,0.02211088846014775,0.029094807016925017,0.084723696389581,0.034395549590641394,0.002417769588383578,0.0024231751863581508,0.0035727509741505514,0.007055863929231521,0.0058286086806162984
366000,0.028445495555708078,9.065751812897815e-05,0.0070745026086243,0.014140735500518531,0.0017534155172214128,0.008660886166410364,0.021105124897950134,0.005885818563449163,0.013967929299887771,0.008432146317638,0.007469839958687885,0.04371705899212941,0.005982282242683823,0.00857106066164448,0.0010955696681378413,0.0025530269707658704,0.0014663474255129927,0.0295037910954008,0.03089644397250879,0.012629326886241188,0.014829669351584585,0.02304243462382516,0.05382544388835697,0.028797190966180608,0.001931208857293143,0.0023849739473575937,0.0027323626798576583,0.005411533949455816,0.004789645960755706
366300,0.03998603972633674,0.00034859966523015373,0.0028614103110697897,0.01213243402311548,0.005610423434291079,0.005895955914539286,0.012460119826073424,0.004456836206550463,0.010815130203013723,0.007496529097245741,0.0012920625988144252,0.04269356746467423,0.013858173339571067,0.016399452354967536,0.0014181872356999747,0.002592153953017373,0.0008042047553047382,0.017525541017441526,0.025889599732501267,0.003844305201170073,0.015142302071879499,0.019794746920595685,0.06067959125317657,0.017920786462418903,0.0014457674878443072,0.0008162679744856405,0.0022685860279807457,0.0045185583006315255,0.0034393486272250584
366600,0.030766315028294855,8.968074267556858e-05,0.011485511217358635,0.0241520420688488,0.002390989053488113,0.014819736793796778,0.03694048170859787,0.009709068912655994,0.0230198388975964,0.012072419471806484,0.01613909171446437,0.06169656803901802,0.0018857764327435689,0.00948581949172933,0.0013100458865693554,0.0033760623449339278,0.0026096633032182126,0.04957468469320503,0.05008610734860497,0.025504668021461896,0.019720447180880285,0.0348857366945623,0.07528033116943078,0.048936134127444575,0.003241430519771882,0.004873220698421221,0.004402486826840857,0.008638912216490269,0.008018131038525667
366900,0.0549108699880847,0.00029613324897326265,0.007483235560677315,0.027237528254154597,0.0018211442381854681,0.013704312956669185,0.031329843330794915,0.009868434091394818,0.023966552007074426,0.013759853543120926,0.011005932232791338,0.07550860490138689,0.013771742171670098,0.024192541228607922,0.00215586352309316,0.004332052784093321,0.002231868600738096,0.04276690425530916,0.05388083644402286,0.018834632548838215,0.024881543852956156,0.036994778960199426,0.10636112147444976,0.04461483653650333,0.003309686839465087,0.0037794814119607167,0.004792414889273289,0.00938770617132434,0.007867237964887863
367200,0.052216978535319925,0.00032865674358362185,0.004926162491919683,0.01920035655514596,0.004513674905531673,0.009047805963618316,0.019308184069544154,0.007323463381823103,0.017584502457737017,0.011447419287939908,0.010315037011523032,0.06135548106369271,0.016099718318990597,0.019173023710322923,0.0018358035718506471,0.003709557570324762,0.0015966943361718222,0.030478260424743553,0.038336834437828315,0.013432913581787886,0.022580066183799374,0.028884787555327307,0.08909710032935436,0.03151265961142968,0.0024061099056211788,0.0021235622294852874,0.0036114612206219476,0.007214033912859463,0.005688258716197936
367500,0.06178842966177456,0.0004782722941811812,0.005963143474716048,0.019840341528670535,0.007637204274701048,0.01051528059123541,0.022673319111994772,0.008142502124904638,0.020040406371350628,0.013517005433584472,0.006522552962394457,0.07347441765036677,0.01939969212517667,0.0227831208293523,0.0022800575263843825,0.004515824616319719,0.0016895747789931193,0.0343134641871643,0.04379389150798829,0.011791758431314747,0.026223310646720677,0.033030455595302044,0.10289111858158151,0.036369376993107494,0.0027063915908698277,0.002389213205091778,0.004126659224283458,0.00798187211565704,0.00634365361855771
367800,0.06215926980080866,0.0004516745203986261,0.006806048504166995,0.019362095515440103,0.009060370606732704,0.010342152890778777,0.02253307567522711,0.008088731121318915,0.019380822340970383,0.013421818468430047,0.008343058659207259,0.07275789372449992,0.0197614222610909,0.022101258738437934,0.0021967748157578626,0.00444031229636721,0.0016954739255865547,0.03489306075432097,0.044941318249350104,0.012196963135522765,0.027165552227941703,0.03401134763766578,0.09919664583465249,0.03680346551826119,0.002599698529053285,0.0019967516039542943,0.003930780836881809,0.007952987397928268,0.0063552777272377625
368100,0.060220118132619405,0.0005213845487475055,0.006158859589127985,0.024189769255755778,0.004266444737027086,0.011238347112964675,0.025069199886580407,0.009036561680424882,0.022289216897121378,0.01398760600555704,0.0052980859445312944,0.07597923041236498,0.017534869007540976,0.02768273212337391,0.0024989535335535606,0.004699894390199688,0.001812828044428727,0.03681914889332205,0.044396523488160256,0.012898248318940375,0.025739197595584073,0.03280745252278905,0.11348678048778993,0.03752970186474158,0.0031116425863473296,0.003164892815632925,0.004688934253429977,0.008984633206466697,0.00692062892071732
368400,0.0778243621315653,0.0006591035676279944,0.003432144678406246,0.021441962463505604,0.010545744771604859,0.009437011406618012,0.017917264097114582,0.008150257813269945,0.01999170459390598,0.01442965845386368,0.007055862749005826,0.08028313125373643,0.027659740393481513,0.029936264269430524,0.002669370525744341,0.004985280040529005,0.0015044506004286973,0.029968574874523313,0.045788615113565356,0.009383160070619567,0.030173370199790384,0.03492145673383362,0.11988388462148691,0.03308272897385933,0.0026548587442221105,0.0013829581252409184,0.004224001239208519,0.008404816245501934,0.006152289407971523
368700,0.06182999272235179,0.00040628145234222757,0.00800505739359636,0.02337575104977674,0.005179250431893934,0.012049451969417646,0.027237567829111242,0.009259702623317878,0.022334862039954828,0.014548189523466704,0.009480748296319064,0.07633564488481426,0.018241491993059356,0.021473757295758844,0.00230011122032181,0.004719731270164118,0.0020515449154032694,0.041161592591983265,0.04498503431047851,0.0160307961290016,0.027103683471231932,0.03622876140360631,0.10788651338025801,0.03912154069524121,0.003107373075586395,0.003085877569276363,0.004665687607612767,0.009033725704746587,0.007172176920228424
369000,0.05492848746626322,1.0977735790618226e-05,0.015803151874841603,0.038819860283339835,0.003537436731939181,0.021414736833655468,0.052178372663668426,0.015124775571720761,0.03615163272167621,0.01956024841611992,0.025505700242831608,0.10026240583861323,0.006368494310116546,0.020731683065562834,0.0023680245283941304,0.005663521862963705,0.003918794642778778,0.07344299096039464,0.07684471655275615,0.038739705337548,0.03296237792996237,0.052321707174968424,0.13222866676404976,0.07414313764927272,0.005088306245212948,0.007275988573397285,0.007007915302082779,0.013804656604051502,0.012304270910384218
369300,0.030344327248691627,0.00015933309855853395,0.017873453246622262,0.024943222346095695,0.003656362096158716,0.01598620007892748,0.04211002496045779,0.011122113277181711,0.025895253633464677,0.015352499233017625,0.02053540130639675,0.06970690019286963,0.0003040885335607868,0.0013645595948617029,0.0013841593464078983,0.0042711423810430915,0.00320606939078516,0.06352795450862203,0.047537382828068075,0.03221731616956447,0.0237376001003895,0.03865796581994374,0.07985598692050644,0.05534598866177731,0.003731495510002958,0.005782117520475083,0.005056692002249008,0.00994298517816361,0.009052845850810343
369600,0.07032136921971954,0.0001760855300858566,0.016543494179252605,0.044456498832772695,0.0034352655128344622,0.02375852494419206,0.05710764020931691,0.016717960144816857,0.04047298665901877,0.022499862367716617,0.0233941032578997,0.11692968609393262,0.011765542483594515,0.027256030881368076,0.002976749419474345,0.0067257077134499355,0.004185790839287051,0.07964441624756802,0.08510693795055602,0.039087501299349015,0.037176211227802014,0.059208347292269536,0.15682946514721863,0.07924196962022734,0.0056732221011372985,0.0077611456997601636,0.007971723945090048,0.01540501269222716,0.013512049556226202
369900,0.09103566295628696,0.0005548256564367193,0.012165443610484772,0.036657377960551685,0.00816377362011167,0.01914223753741595,0.04329877706783236,0.01442325763802188,0.03463038731153034,0.021771481903030576,0.016885189911107545,0.11714215848201803,0.025501373615362866,0.034630830960452386,0.0033964958460046546,0.006975620141247418,0.003211477215010916,0.06345080708727124,0.07692674574008862,0.026158261164148655,0.04150576653643867,0.0563860906077025,0.1616531858606507,0.06566410788065014,0.004748335859254382,0.004791164901398304,0.006979776977814822,0.013888800273157642,0.01141365865992583
370200,0.06645695554140474,0.000367249623799637,0.01217199312203121,0.031834886784523064,0.001735894803537974,0.016921264878575926,0.039728150503087534,0.012484296354429603,0.030601217898478694,0.018772641133971035,0.013806147829086513,0.09745336560759199,0.015523694125086251,0.024286243090521964,0.0027276327650938015,0.005906873920814348,0.002961205020724833,0.05838758292799184,0.06274121244101849,0.0252869113198102,0.032223639580593044,0.045643111805901526,0.1325176958930001,0.05815565622484087,0.00424339454581002,0.005190874773717269,0.006153268366830389,0.011799852329538396,0.009901239479916057
370500,0.11933237386661233,0.0008180013282625964,0.01971949461446343,0.05701242900502024,0.005091355072025294,0.027364348536139005,0.06449434669502097,0.02067082657136865,0.049776988855967375,0.030719987353741374,0.017932326904407603,0.16362216881217506,0.030878522000648445,0.05222666463583181,0.0048973349649088505,0.009881271497896194,0.004556062520933324,0.09303381502877528,0.10647513973965772,0.03593720096868225,0.05447559377200406,0.07711469280361882,0.22826550056902306,0.09017950025175026,0.00693366931868411,0.007388721507076923,0.01011748919282951,0.020049824410222072,0.01630681682340196
370800,0.10546752654779823,0.0006066247969087613,0.01311873707566491,0.03656288796819496,0.012679522107248431,0.02031714969211862,0.04470084649886985,0.01537400381540266,0.03700713826913926,0.024493477920181306,0.0212551656871085,0.13097753259268785,0.031121585438214083,0.034401932916132694,0.0036738029511695913,0.0078394037209506,0.0035039387301907254,0.0685520694820525,0.08548937232995257,0.028971285896304266,0.0482623221214169,0.06299594834010946,0.17572172718142554,0.07323951130888418,0.004971048877585815,0.0046477254934771395,0.007363055434467469,0.014733353636174229,0.012231507230744398
371100,0.06176663160547946,0.0006294615078772381,0.0402599923045841,0.07716383673628258,0.020529245002173013,0.0457524269929408,0.11904342999688566,0.029971374363228165,0.07039933699849854,0.0351120338228057,0.05094575569250992,0.1694508475094807,0.01016372305479507,0.01705453229181586,0.003292809933398644,0.00937052482043299,0.008410240864002105,0.16052503650489314,0.1381613071986223,0.08538107325618682,0.05063172323941245,0.09988482814571853,0.20562184776268566,0.14580104067236732,0.010220112663333225,0.016866858505125037,0.0136425896213197,0.026491251253830228,0.024645870865782626
371400,0.09030209952658907,0.0008412866871196911,0.01234516741631353,0.032564650503253745,0.00667351895651791,0.015984763658934753,0.036567561361351864,0.012754273128727789,0.032045946222957866,0.022301406335067497,0.003676788234336925,0.11651436795120418,0.026634487870964563,0.03442016321922381,0.0037691955103866803,0.00755060502591931,0.002640257832297266,0.05744261778653481,0.06083386818382763,0.01684961602049384,0.03826519228207559,0.04828468847009049,0.16216301855620685,0.05520201826422522,0.004408282310045308,0.0044344689114907965,0.00672893037753397,0.012559885862955866,0.00984447757906537
371700,0.1206266554294686,0.0002149539963269831,0.031352136852319745,0.07430045304492694,0.0013941944034741027,0.041857913650019896,0.10205547184281727,0.02885964437555799,0.06850994629456153,0.03827864412654236,0.04182093455477087,0.1988432376161171,0.020421321896336053,0.04323281166146131,0.004900438579610977,0.011314144763431955,0.007273881423962791,0.14066801222381287,0.1477688954769718,0.06729928537062335,0.06542126049797758,0.10609961888544461,0.2571043613731945,0.13812491862033482,0.00961588228727095,0.012817802611692741,0.01342737125978033,0.026497242941644572,0.023446022475717143
372000,0.045290887353083065,0.0005243811641975071,0.031003053604706565,0.05430078792438309,0.014643890778934576,0.033238408422533894,0.08592279923450974,0.022579767462381994,0.05348921214751101,0.027974810127517458,0.04504771393601459,0.1318160992458033,0.009084172588643469,0.006967499480495576,0.002403111534270863,0.007472147867737533,0.006528511407069004,0.12280426158833535,0.10449994504993754,0.069031317103601,0.041432455342786056,0.07365142162627336,0.15613564405009583,0.11704377351569661,0.007667047607782251,0.012940036170498104,0.010167575485354519,0.019789890361302298,0.018653630816949374
372300,0.11093296201250524,0.0002450583541175888,0.0421313900735214,0.09634032641583445,0.01848817838595096,0.054285603169411445,0.13564448830275921,0.03676913555273842,0.08817343027018865,0.04609123411991334,0.05831238585894738,0.23198973431984626,0.00419528606605013,0.03933190142183918,0.00519982754541104,0.01303229248856752,0.009826434217259816,0.18570154290672747,0.17968414624582607,0.09710155153306488,0.07065695859296284,0.1251271115785002,0.29700445639105055,0.17995158467273598,0.012539629156400167,0.01932282290912468,0.01712521673618994,0.03300180190239388,0.03008210678544998
372600,0.12284481247416323,0.0007267061711360157,0.024277193235057837,0.059148176741658176,0.004206683563012348,0.0316277921179946,0.0760041776776248,0.02292575974330191,0.055505739789175834,0.034143970528482726,0.020026685556409518,0.17668588839213584,0.029536548572153265,0.04535646178455721,0.005087349908713179,0.01080801172297896,0.005339585720157913,0.10886043492387643,0.1103833313254512,0.042897523930008674,0.058120025259412955,0.08526469179588503,0.23974817209188615,0.10125120484489969,0.007804231119848737,0.009302298388291774,0.011378122114869882,0.021815632652426586,0.018076993124296337
372900,0.11876908232375882,0.000394420132806772,0.024479069123415798,0.06821620952333518,0.001554687091662288,0.03647608083447551,0.08701927289107658,0.0256084999102697,0.061653767270328785,0.03477831951366994,0.03293714731628228,0.18208486467248264,0.024128302815711322,0.04562074588032772,0.004818288280880267,0.010538387780378855,0.0062626761473367765,0.12013208867188041,0.12965964591190016,0.056344069430586785,0.05920552772739285,0.09322603505999183,0.24857367906704297,0.11680580436688359,0.008665872022319832,0.011181078742602324,0.012339111855389717,0.023923531575071877,0.020451272085438177
373200,0.09063075437345702,0.00014954510938025578,0.03692107114244436,0.07221430633624237,0.010570159686224656,0.04279734235368693,0.10750308794822416,0.029820899765461206,0.0716260860836897,0.03947581715267745,0.04975734667655729,0.1947056149972468,0.002919440365047876,0.0263529600262018,0.004316937884446759,0.011281899318959177,0.00806192068928624,0.15419355431767912,0.1432708072278075,0.08027106224938763,0.062080027631900236,0.1008031044646458,0.24106578232547804,0.1526726623437682,0.010122269665103545,0.015721484309850098,0.013789959844892508,0.02663023120945951,0.02449564385965175
373500,0.13930929972520545,0.0006321892344658409,0.03345676655104768,0.07891402183387441,0.0009681037697291117,0.04320460408561644,0.10608536878169872,0.03133611804581449,0.07502837732000245,0.04329180121152376,0.03384067442165417,0.22148322653827535,0.026662762408420804,0.05492238425908624,0.0061613811110632355,0.013335048415193285,0.00751558993891166,0.14958998268181034,0.14467648617758044,0.06539401525370891,0.07359479222213139,0.10967722853500561,0.3046794094957548,0.13975174844426874,0.010733439059322336,0.014120177416820923,0.015323803154196014,0.029576254976454663,0.024705810458442556
373800,0.17330920487221846,0.0002833802022550458,0.04089762238098871,0.10737330798647804,0.0016603221004700686,0.06005625323541608,0.14406998397964088,0.0422696212236886,0.10089281777241155,0.05494655217921007,0.06698013606384734,0.2886675641586649,0.02805779148477683,0.06740658013740841,0.0071257583693693505,0.016207226647004802,0.010592426437320057,0.19928055495750385,0.21901562824245246,0.10131738990909867,0.09660745868907128,0.150801738244823,0.3842056750640097,0.205466631005784,0.014133459107519286,0.01924598658439436,0.01966921807918709,0.03880648525348818,0.03431516607987106
374100,0.1752544699816525,0.0017458618770476164,0.019724636325129552,0.0578286299634172,0.019171259423679032,0.027587931048188352,0.062200317366034596,0.023020194896488988,0.05691829400002746,0.03978836433961419,0.0033944534242849045,0.21096292687061435,0.055287773323435374,0.07262191338926982,0.007236140207517394,0.013748538993354487,0.004386734362711309,0.09742796698521516,0.10642542712062664,0.024676994095422344,0.0731857366864972,0.08718443204639215,0.30803415200009,0.09188140925304111,0.007935549232229278,0.006995688570789582,0.012294215242967255,0.02339108607608864,0.017287308763613396
374400,0.17314269766554702,0.0011736939717792438,0.02893121539651844,0.062267284729315975,0.01836119600207553,0.033988261318214086,0.07875573504303901,0.02648092993386797,0.06382232665884402,0.044115450192926176,0.027783971820539932,0.22663209547150842,0.04903525169974898,0.054845365809342184,0.006580912677307538,0.01427313669317698,0.006046796319999714,0.12548767809426664,0.1328510521350168,0.04742846311805238,0.08154992157308527,0.10434902401654966,0.30081871324515674,0.12251605935767174,0.008736129288074324,0.008623159789983958,0.012968724019572164,0.02561262278558729,0.020808226387217132
374700,0.2597281932122826,0.002406027300914104,0.017856717874479955,0.06893780096634572,0.0378580360997276,0.03012381111617657,0.059868697188356634,0.026883120119371995,0.06552005399199601,0.05024597406013953,0.015789873969715984,0.2739748573375991,0.09208435814523597,0.09876375937572845,0.009236399136433704,0.017524905820849312,0.004848543940418892,0.1052199980148103,0.14670845473611394,0.02619527590822912,0.10268757321204447,0.11586977870101123,0.39621046482634625,0.11031772011997987,0.008700752232904563,0.003993235485971525,0.013872031238285842,0.02793822160236914,0.020307588817487954
375000,0.20041911712362293,0.0007122888997344035,0.032690188537415565,0.09366932762169,0.007772371954303026,0.04690997146494169,0.10714409536772251,0.035392053976678994,0.0839237139252802,0.05196086711089265,0.06144183171053896,0.268489943050497,0.05173038861481416,0.06578412977242465,0.00703826075878311,0.01585448997884953,0.008699695589122314,0.1638417549628599,0.18743572286823706,0.0816260693728239,0.09675765754867172,0.1360734995715518,0.36974823476376883,0.16031659518996122,0.011573081709428834,0.012385279370192848,0.016688968478256072,0.033814941348190075,0.028068035818016313
375300,0.0873995275641235,0.0016105464174458461,0.0792454555698967,0.15091085461212828,0.05454953948131447,0.088629853842221,0.23311783888442505,0.057646398731925785,0.1362779832558516,0.06582870520399808,0.10136328823534058,0.3086418362365748,0.03531090522282909,0.01937374957187643,0.005553415144980534,0.017068625001172677,0.01665374268416997,0.3145555266306488,0.2556293981461266,0.17329783246199781,0.08706973453669065,0.18373905145207203,0.3760839237527165,0.2784894010260004,0.019959425379859397,0.03480813894812229,0.026453618232970655,0.05058134007231274,0.04731619259090536
375600,0.2149725569610368,0.0028328902521082,0.0034273912451752153,0.020507203636881854,0.04901917476073692,0.002977872134295012,0.00795255227246372,0.009675001619058321,0.025098377902232016,0.030121612813438503,0.020195835978505272,0.17011216402794815,0.09393659017335665,0.08469277762250016,0.007479458093648361,0.012295563877536608,3.665638610783617e-05,0.014983546323819041,0.04725650658770064,0.024909669356880215,0.07183504153775289,0.05259162955332641,0.27866401298830823,0.01943348908440612,0.0031161505229277964,0.004538222567447292,0.006570842836985946,0.013014093083370426,0.005592395914028714
375900,0.2586805278859359,0.0029960753350692926,0.010256547825804319,0.03732542447486509,0.05795894891625153,0.016209488440594555,0.025403110437494547,0.01685700943196622,0.04166335107372987,0.04174149902676305,0.016047494943222773,0.2350436937971594,0.1048272874220686,0.09439426870107326,0.00887737382358722,0.015840530166613576,0.0017571630697119645,0.057337257127372254,0.10086416577441071,0.013903738563435297,0.09249736436030531,0.09093754319646763,0.3309238865776578,0.06355638559477939,0.005151776280690967,0.0028401292970912095,0.00935096151839332,0.019073649827056727,0.012186229435194207
376200,0.25727747431377423,0.0019025534070777894,0.020155415579445446,0.08050938404400654,0.030589322531263008,0.036201151989558866,0.0739311869272683,0.03133824207068869,0.07527350686808632,0.05295429627325632,0.04060133828843249,0.28389897000460707,0.08559539926037729,0.09389382129302959,0.008895509471017249,0.017645439745720637,0.006446682226979306,0.12647895678755816,0.16736946512371986,0.050077377549456514,0.10856340952874888,0.12740825186589433,0.4164535760581245,0.13082463047725668,0.010173153654186251,0.006960604515043656,0.01563266081910797,0.031725592918725454,0.023965940679126163
376500,0.2598944889236918,0.0028392038793327856,0.011326695767060357,0.05948677895008103,0.04036845279283341,0.019873807657447173,0.03493319843645537,0.02154857938426602,0.05245534626360637,0.045079314244091506,0.00232907943689753,0.2447892365731832,0.1006720531265799,0.10472004004642343,0.009313639425748477,0.01656180176661337,0.003022114235427864,0.07485284722591246,0.106953689942209,0.004377885149189353,0.09459095671241613,0.09549974039048692,0.3810779546801939,0.0668943331279408,0.007065039346798585,0.00027777743527224175,0.012029669798145903,0.02431622257658006,0.01511060732687497
376800,0.13669131269212187,0.00046188686275172586,0.05960324690943253,0.13941120569341336,0.03260771507858351,0.07384984018815999,0.18859158362317174,0.05029704854236172,0.11842502991488146,0.059637725722154755,0.0773958097053864,0.29675021785388367,0.0002722061235260753,0.05819857068455292,0.006765230977791248,0.016598313806447607,0.013333030176063687,0.2542259426519422,0.2351536180185434,0.13201581649726535,0.0895372216420256,0.16714312386667274,0.39470885138588585,0.22864374024128153,0.01720783709956919,0.02622039389613917,0.023401561370199886,0.045877171580343656,0.04067905156011875
377100,0.1860518466151504,0.0013475100072355417,0.0326075258183991,0.0818619739572739,0.008365364214412807,0.04189372936380664,0.0987863943271492,0.03232032731879286,0.07932703379545814,0.050862345265556996,0.02710473926291712,0.26313607849733245,0.04700081533808742,0.07104666740737287,0.007857730817008246,0.01646271541052613,0.007285549534508107,0.14972494408280568,0.15527871136291793,0.05766296207971067,0.0875861643829623,0.11730746144875326,0.3623705119313172,0.1450675490904132,0.011049588027653101,0.01277904702946131,0.016240667581236323,0.0310642505967067,0.025382015902643218
377400,0.20854348949340107,0.0001750527129544821,0.05260823417449956,0.13656259524427838,0.011625977698024315,0.07453153065356588,0.17976231121649278,0.05228470609340974,0.12521551536696762,0.06861616147772764,0.08472904426056971,0.3515170374486516,0.03220373977888613,0.07353282379824577,0.008526142171483286,0.020042169376587537,0.013465249283058256,0.25209556413305734,0.26202845144368325,0.13055884868482082,0.11528924236122862,0.1849004159246732,0.4722855587108228,0.24645886341129142,0.017659920891354375,0.024490186076825182,0.024664684720740127,0.048090616979237666,0.042127497842713524
377700,0.1635129686221859,0.0011544911369725241,0.08986142631321314,0.18908496674211506,0.05031892367050261,0.10492858893891821,0.269603021102796,0.07199821983204657,0.17027267448448669,0.08625767450539712,0.12645003411478228,0.4178252086500365,0.01737528015491563,0.05810441828518975,0.008706164759828994,0.023500133426892944,0.01986742494808169,0.37410906656982945,0.33316213361506897,0.20495409747933735,0.12779788822526683,0.23211442469397525,0.5368832044443153,0.34716402243840605,0.024655446643500056,0.039819693237589604,0.033094314251847834,0.06462040885337927,0.05868817559977657
378000,0.2588731881788604,0.001392386810387336,0.044629436216098384,0.12076193776676547,0.01196904462675974,0.06253921014995001,0.1458205467554876,0.0471363693110618,0.11361988479501406,0.06984396328275011,0.05906095000634082,0.3652583788104238,0.06356847978671709,0.09726993341566015,0.010247928425229702,0.02194000925539541,0.011033667026197236,0.21639326138723192,0.23968105980995347,0.09573783646607126,0.1256512674594461,0.17474657952823947,0.501019444882985,0.21743276345684137,0.01576489823776228,0.01812523463661364,0.022818233095492246,0.044903225323793095,0.03738052141039816
378300,0.32203559578442764,0.0028266371732073026,0.036086677164739456,0.1381869523025543,0.018529569558168646,0.060547063212680996,0.13689757373801825,0.04876612015765858,0.1194028884775804,0.07510952999958675,0.026870405193669455,0.4092798471135026,0.09307136148561312,0.15561213024268028,0.01346070645479358,0.025205223801634702,0.009722605083247515,0.20058753264805773,0.24676921388231676,0.06855923694627108,0.1363712517757989,0.1781577897348683,0.6068459653909599,0.20072299549601524,0.016639150829519167,0.016194176259787696,0.024923846907647373,0.048662226241340534,0.03761701275320917
