time,n54,n105,n114,n163,n188,n215,n229,n288,n296,n332,n342,n410,n415,n429,n458,n469,n495,n506,n516,n519,n549,n613,n636,n644,n679,n722,n726,n740,n752,n769,Flow_p227,Flow_p235
304200,0.038204045875396275,0.004361895664416693,0.1657490550091154,0.1882115567113516,0.38960551493629225,0.03670580940948298,0.07524440978593105,0.04984909148934946,0.15457816777679056,0.051014189704233104,0.20456066410539364,6.2543108958502,0.5081345374757547,0.1176778634805018,0.0913526037455199,0.021251129156858894,0.0181827476626637,0.03050401666714464,0.5031948060324396,0.4995466861797411,0.29835773171271285,0.3037358998981361,0.2810885535339054,0.13848104769697045,0.5740718917407008,0.016730460715400852,0.04110172844067961,0.026933399018844284,0.05451181005298622,0.04235080356101406,6.1580990478461715,7.294604925713501
304500,0.01647649874121271,0.003272738839072531,0.16616389138728493,0.21688044735052614,0.372155088097081,0.02776099458282033,0.05057438453105334,0.044931176296209685,0.14223994565452358,0.054868289363405154,0.2561854411883644,5.452456921331702,0.504625004740646,0.09100306875107833,0.03728266213743581,0.018756540817363998,0.019146998772335166,0.031604352009367176,0.497037501764936,0.46608729937596394,0.33467489637869363,0.3046981208486059,0.26911372297100655,0.16413853946622936,0.5593068774849499,0.014654966505680989,0.03578225651451561,0.023806908004750937,0.048102482806442026,0.038426508341402155,5.337090324412842,6.897310987840118
304800,0.033576492214770326,0.0033294678451554205,0.1652151610139967,0.19291477687779235,0.35835895219916836,0.03332665646735222,0.06770062722535641,0.04624057410211435,0.14520605942194464,0.05039654296127338,0.21324256863729119,5.632558280023439,0.4802492105677416,0.1088521715613382,0.05880994788586946,0.018868782239074733,0.017701189230514558,0.03047013367980611,0.4938227990169253,0.4545298219582463,0.3086057125305288,0.2868368190665649,0.25866260428393417,0.13390078664902205,0.5480808080138502,0.015589501576371845,0.03887869850175463,0.025111749149225204,0.04997748145672176,0.039329062055315944,5.645357945293948,6.910026637475878
305100,0.02896069448331673,0.0036175693705260414,0.08348456214383049,0.13068847714726672,0.23478316748049366,0.01233969017274461,0.02019242378290187,0.025892164713916088,0.08304354393627023,0.032305348067197315,0.12549355911576043,3.3973443758422235,0.30813038698959616,0.047419822765995434,0.044823443897897164,0.013502777609396333,0.011800100144895964,0.016097580875360507,0.2595958114229333,0.2600982812795678,0.16060473069617132,0.18552527660350648,0.1502894173273006,0.12912157754760045,0.3163813044039827,0.00856385641997548,0.020298042915939618,0.01444715971489785,0.02846870770931531,0.021683697346183806,3.3463900988971282,4.2380477772432235
305400,0.02956445320462109,0.0038067887932839994,0.11376146417359934,0.16802305813751417,0.295045265987838,0.01776016413401038,0.03075877757664358,0.03297531420974309,0.10473541002332354,0.040818602424501194,0.17010858188662326,4.2210250410205035,0.38516519796310433,0.062137289243267446,0.04561067191800561,0.015906327616697524,0.01467016635793783,0.021433273681708442,0.3445322440557348,0.33763285416399924,0.21738284076535308,0.23346168104571063,0.19721956622891668,0.14328858391158406,0.4074803128170075,0.010763198033068022,0.025756987676707865,0.017878651735308893,0.03577378119487662,0.027880837836661954,4.114480472372317,5.24671576143788
305700,0.14835541424240972,0.004572703241642273,0.09255085072943103,0.20801733113368215,0.27289230931664576,0.0040210787328192055,0.027028284690480575,0.024506084945485895,0.0868629863033874,0.04867960738776134,0.22201140095209837,3.1162702638051414,0.4027255330230517,0.009893248736638327,0.010422925677374906,0.0158658896175794,0.017556624826355005,0.020312081013429406,0.2913431317577633,0.2617695518320886,0.2367486369286098,0.24233334135472973,0.15653687971460073,0.26156858646877623,0.36592417093697094,0.007670819852712896,0.016682520497745656,0.014205722487034222,0.02683114257020236,0.020157925991107106,3.2078026124588432,5.088861157145645
306000,0.11743588984053588,0.0035699048765494013,0.05773261970226429,0.13988214095731166,0.1791224205005406,0.006494201726461313,0.026948810406580037,0.015241034436130008,0.055390176537343905,0.03336066750809863,0.14703775573698863,1.9520993180021762,0.2711990790105787,0.001364709627146965,0.00764501825196362,0.011189967648491006,0.0121643308833157,0.01277624060897864,0.18179682887834048,0.157900794000831,0.15093608886441956,0.16267888798626728,0.09606224823266274,0.1994279214869792,0.23171057859082111,0.004772212996208225,0.009697318506802333,0.009207558150286843,0.01742109445585527,0.012237837135366192,2.1373399722869566,3.4698963099953106
306300,0.09911682870940552,0.0030639443312949766,0.10441770376562687,0.18167584782021606,0.24626300866154338,0.0023351029308500415,0.008153118384193192,0.02556821517055141,0.08680211231779111,0.04471294266796377,0.21707125950003814,3.0191192484004716,0.3677879341036885,0.02544705101254152,0.013403078516333267,0.013494333557993343,0.01575775512753097,0.021324970461314763,0.31289429944091296,0.2611473704177527,0.24850968753867875,0.22241202717955844,0.1560335757294169,0.20959714767173665,0.3592401593091097,0.008133228104597379,0.018380372518379318,0.014258742387028178,0.02832483365246219,0.02124022165306627,3.2532095279079005,4.913742031764412
306600,0.18592619521462694,0.0061843351489017095,0.06886468518452205,0.21281673697547632,0.272622518091552,0.013897716385812942,0.05006369533179367,0.01894929944190693,0.07120032809952903,0.046343426488327566,0.19040463765359306,2.852207231036328,0.3875189414295903,0.010368283001199075,0.0003239393903484711,0.01678826929007471,0.017284929565349216,0.015148452373750843,0.21654357129538226,0.22328066397192714,0.17593947740614624,0.23384593565749157,0.13114304996667414,0.2775028923504763,0.3183012343647036,0.005543172451886846,0.011023333651110079,0.011159937261098207,0.020221988337638663,0.015467340180940425,2.8320636223722593,4.7046665487302395
306900,0.14459022448823333,0.004170634139633478,0.0741632181401286,0.16492321278555266,0.22640357602530514,0.006205123108806276,0.029389613190183184,0.01994837308085806,0.069817484260426,0.040952615990811125,0.19111191760516988,2.5265051294444696,0.33726949566572983,0.00019635940708440103,0.003837628065760157,0.013658282148035994,0.01482610075186841,0.016361078458857037,0.23286590455085587,0.21816336532297953,0.19408744713601322,0.20455019432394295,0.13182241600697608,0.23843689082148956,0.29267505676686056,0.006058176597889542,0.011858569700635258,0.011434240502516957,0.02314653275029599,0.01617385890141776,2.727580061198447,4.321874090318725
307200,0.03366257141452422,0.00495117951739843,0.10960279519824923,0.16886136214598935,0.30155785542719116,0.015822012898993876,0.027324042936939463,0.032897165908003956,0.10579138329750748,0.04121932518438598,0.14652781343041,4.350919191367893,0.3939952020834028,0.06166642359229968,0.059658562311888375,0.017667883488570624,0.015171150435314473,0.020045667245867094,0.33154294457590794,0.3251644897819972,0.19344204096319118,0.2357921891079684,0.18902065832878634,0.1632544473032027,0.4017338485897497,0.010952995902940188,0.026056783310622222,0.018525437576350612,0.03619499686019623,0.02749223328034134,4.402064403425985,5.533036008176624
307500,0.10765200835161437,0.0026825912610561886,0.07372003506102232,0.15753196172380513,0.18769350964456777,0.005527673864925475,0.02494677739268525,0.017033082631087382,0.06117493283263542,0.03665811357648607,0.18209770529495728,2.060109528908839,0.28854688086831715,0.005755950251391084,0.026138464334174216,0.010451616081077475,0.012995968597188323,0.01583885943831831,0.22224599523698885,0.17367275783884395,0.19476954369172716,0.1754225810702792,0.1053668910904122,0.1907969845413504,0.2660878558193289,0.005287901229955594,0.011665990346152455,0.009751538655230263,0.01856506547153458,0.014009521046055795,2.2327330281156206,3.728217770712632
307800,0.24147109644067655,0.006086423699571242,0.07845605141483958,0.2506730906488386,0.30094363436001714,0.019534949388912537,0.06853477507917205,0.0200238870440117,0.07632628632181593,0.05474973968988195,0.2601676174903602,2.8437372001376957,0.43959266295254196,0.025424550225274345,0.02681183742771509,0.017463751538798533,0.020024693612860744,0.018657428430365997,0.25001060737528036,0.2515806250031787,0.23432352926072042,0.2693417019269546,0.15032773111041564,0.33249178824807046,0.35978214284402554,0.00546204320366428,0.009849451270582676,0.011317412105398716,0.02147792200673848,0.016398934397116705,2.758512367355326,5.086503287732409
308100,0.04243869809157985,0.0025599482896794257,0.08867946000086135,0.13573803451998145,0.22232050250250524,0.012749000222719076,0.018895492053061957,0.02545386381193282,0.08243823681845441,0.0340717867967939,0.15444878889763203,3.0740424903867734,0.3076024186793731,0.04103557908534583,0.01888941861064808,0.011985122525572933,0.012062535546775166,0.018055533179115457,0.27773851312232267,0.2604767771316219,0.19241737902709133,0.18487563456893952,0.15477713177445906,0.13616807404945774,0.32076141443612727,0.008344417338427945,0.01963740605222597,0.014098243936878418,0.02786808073798852,0.02141024072441411,3.0183896738969254,4.05942709860548
308400,0.05454937010998151,0.0030391418778989987,0.08386398556422137,0.1563702982666797,0.2405100397722464,0.00925644555778149,0.009138092253508034,0.0244079374250461,0.08081094858992088,0.035363129160877804,0.16064368155353748,3.1808153146095997,0.3219796967362285,0.03776575369084867,0.018947778392032433,0.012507955162753603,0.012655539794124593,0.017418557448145577,0.26437960438984476,0.273576587672153,0.18803785272724838,0.1949576424149697,0.15305063203712166,0.13841045806248786,0.33276406590192664,0.00775302625737595,0.018732052347701256,0.013103151804266133,0.02528460430701074,0.020870566771812094,2.8721910413031577,4.00290519996352
308700,0.06674631871045023,0.003069927214099266,0.1378954501204177,0.13336297778411677,0.32810122272913844,0.04226836275753243,0.08952081894283737,0.045140862528946,0.1367354578099551,0.0385650114797329,0.15104663291221243,5.486584521442673,0.41274473870826967,0.11342739139349334,0.09788354480489403,0.017447553172821983,0.013643863710242954,0.026012129544220386,0.4353552775964076,0.4593247845643802,0.24149713898204084,0.24555514425907177,0.2579503219619781,0.08174922480517921,0.4907287263732485,0.01530194513076566,0.037620872788053816,0.024279465358702623,0.049744621489281826,0.03850435889735593,5.185378639163508,5.780659607241578
309000,0.23106306071724703,0.004896045666825444,0.05226559256730923,0.22295793169762135,0.2266791258671148,0.02519309661971647,0.07901049535540494,0.010778211885849487,0.04864875730608276,0.045271531383782815,0.22033356994379716,1.6977113528441983,0.3424317463401181,0.04078046683636671,0.050861521104089036,0.01295752637648917,0.01656305823946269,0.013576863130744243,0.1659233057901801,0.155463766166406,0.18531856424470305,0.2106663852332602,0.09335379174574143,0.29094271046164266,0.2609453803907513,0.0024812557917428535,0.003499517965977361,0.0063797042830131545,0.010476001712653726,0.00865513467233825,1.6278821479324026,3.7634233869165192
309300,0.2541048923817826,0.005888485685687783,0.02696389515998021,0.20127429657632945,0.18427823147950306,0.03529380322228093,0.09957059667550539,0.0038781473205702355,0.02843210690698328,0.04030197577013439,0.17507107236328778,0.9843767221266653,0.290869071041044,0.061739814922340486,0.04857914813726438,0.012564655570180605,0.015233633663434887,0.007977880416156324,0.08412247196550737,0.06566747540376383,0.12249284765292145,0.17825802436156124,0.044603409203858746,0.3123108464346913,0.17500481689241099,0.00034087945608263226,0.0025476476580124086,0.0034557620947879286,0.004286901637215124,0.0021988844125360174,1.1990356696705318,3.2613659686512313
309600,0.13193082531616795,0.0055330921725271764,0.08875252933729882,0.2124815585115769,0.2920621514550703,0.004558460226185446,0.0246070017107769,0.02312041368928419,0.08037472538827473,0.04477676848388512,0.18162908710539938,3.364183383613785,0.38818533920304077,0.014431040185137078,0.012442694220709427,0.016498781546957275,0.01656281266954096,0.01690501168977221,0.26004498273672283,0.25360136313025805,0.18400559523087168,0.23785750203902722,0.1527422152764828,0.21873695276106986,0.3513644285848727,0.006978963935502236,0.015587918544937907,0.012816154790563417,0.024148231846361057,0.0192983924293344,3.302211677649151,4.9504700684409375
309900,0.07945836089097469,0.0036100754798340517,0.09696686210470773,0.18224751482875234,0.2530580365506907,0.002184743577011261,0.00626318154711214,0.024209246844854704,0.08198753169563844,0.041078466454465,0.18443510030217425,3.1981435135700274,0.3512876359025796,0.031002348332364704,0.0026184567367337763,0.013657160391765899,0.014741765769748838,0.018689952679210364,0.2840045317453317,0.24877858591494117,0.20959888334056842,0.2140719759265366,0.14771090888108063,0.17309383500268893,0.34553679613433275,0.007644923364793499,0.018164652611901033,0.013286267646257954,0.025403495267973142,0.02038133000576181,3.2107996014347515,4.677678307263486
310200,0.17415764536548295,0.004299824083432213,0.07954457614864197,0.21192172760702022,0.2432054914496291,0.013797159343369003,0.04938604719540507,0.018001371012516643,0.06823971356968173,0.04673194453337004,0.22423593996195734,2.3903671008258875,0.36680522027451445,0.009938143478542827,0.034483678565287335,0.013783898550229878,0.01684374050303461,0.017597503420979876,0.24055648774526617,0.20752832396748744,0.22045873694366946,0.22343695726491575,0.12261512817897113,0.2631223439527446,0.31648808335202716,0.005220990622298416,0.010730960630866093,0.010287857294215996,0.019085486260074447,0.014774224258104596,2.521422894128666,4.521251884964687
310500,0.2165558621191792,0.003493101751267602,0.043919259747035255,0.19930831724236953,0.17144753305899485,0.02800895605378173,0.08279397185249593,0.00556512287862887,0.031838981462094296,0.039543331925187886,0.20986692136047225,0.9196965512107482,0.27666744694426626,0.04765667826846709,0.07349922383968277,0.00925189580553365,0.014242533035684346,0.011567397998312856,0.12987463966110369,0.09518871635949466,0.1733390791910665,0.17226412456641782,0.060273942450926654,0.2558390567185924,0.2015188264054828,0.0007566956092617261,0.00023326236614451545,0.0032940547104658435,0.004536619512819584,0.004368101158476634,0.9408925592756462,2.9685175342514483
310800,0.02140058201621997,0.002650178780932322,0.14694341345427375,0.1860893010439284,0.3109154198035995,0.022562781444648294,0.039670322234961475,0.039385886247785606,0.12637278408541164,0.05000787377209548,0.23714624515527305,4.603717979665735,0.44606760311839366,0.07692567243309867,0.0219721435210829,0.016365843669333913,0.017356915743476975,0.028835396999035368,0.444764869620073,0.39632468304284174,0.3132254221301167,0.26640838938938316,0.2274008264195473,0.17182935726019366,0.4884689488485776,0.013067136783071476,0.03161255385097661,0.021455017135387777,0.04308331715095193,0.03334471029926789,4.731151636516691,6.238392190029286
311100,0.15411469352713425,0.00506672227734839,0.07735859853406879,0.19889514883580262,0.2627454509696392,0.007959067044254198,0.03419413204733246,0.020244282584222617,0.07216664072657863,0.04355830694483842,0.18948203974440503,2.847217018853499,0.3658869986762454,0.00030523192555875767,0.0012040811388516204,0.015152199070591621,0.01600256844615444,0.01610213109626102,0.23529178186361577,0.22965183515107412,0.18499398496388153,0.2234623073610038,0.13908687736886804,0.23719684184766976,0.3187126151652393,0.005985818647033625,0.012427733215993442,0.011403075756660996,0.02176100255507407,0.01670427237990424,2.8461322810835172,4.541882379866095
311400,0.004769094683098274,0.0038527305129889555,0.1188575415499642,0.1605474268993703,0.3279598428304169,0.029089836888942955,0.05514455702618193,0.04031023106424669,0.12537368845271146,0.0414453271116173,0.1755006828477761,5.0053713518765655,0.4190904801038471,0.08598714828983134,0.07809450874653834,0.017760656551928378,0.014862819318373965,0.02418958433315055,0.38837647936665576,0.4191253860825057,0.23872935194363976,0.2527743343143811,0.23298194190464017,0.1394562155554553,0.4673638722847855,0.01342460785403432,0.032370147480669687,0.02184580169200956,0.04438247347809465,0.03418151398453517,4.592612714757211,5.5024994806631025
311700,0.16824738146314644,0.0049440170577241815,0.04726471138400257,0.18630159719214845,0.2059156236420634,0.01838973325756399,0.05664169506518846,0.011354811843197865,0.04683930003561443,0.03706532190894052,0.15612581533059,1.8241300870623967,0.29218573049517715,0.02151873221230005,0.02016490703356766,0.012565539318444507,0.013866249680170029,0.01077141714161911,0.14547439568947595,0.1225573139724645,0.13476778431434866,0.18032912522893696,0.07866513542310827,0.23759002362669435,0.22577611634395822,0.0031828908867410632,0.005891406032588975,0.007215127779915065,0.012003247012614793,0.008813394790941231,1.9004801104004778,3.5413804301520124
312000,0.08289858185511889,0.0013582387647872451,0.12589658097623868,0.10787543676783429,0.2490170486738279,0.035742461922517066,0.07882708034512831,0.03690651912084064,0.1116338551205942,0.03131855343329448,0.13269225894435266,4.3375312822920975,0.32125723942571227,0.10141612593461957,0.060892435148019786,0.01249952949885369,0.010755561987593865,0.02285643978913754,0.38012066113435594,0.3522947997517534,0.221240579835964,0.19173350506717668,0.2018333285906948,0.04102173556347566,0.40152858551929427,0.012689852818475345,0.032140210008115844,0.01984929714786432,0.04029245336834464,0.03151682522138799,4.276904529941584,4.800550198373395
312300,0.11227026722956168,0.004670280393227699,0.09405347941154929,0.18580810406145787,0.2820310919751563,0.0035817145300072184,0.007493885859368277,0.0275197105805276,0.09296854367863716,0.04520254992217332,0.19773395705369978,3.55813602813744,0.3976337617315764,0.026446399770193807,0.020074871430878716,0.016401269171161914,0.016397804326757637,0.01992718238333424,0.29849801775792173,0.29937758658140723,0.21927925830882344,0.23887737747276816,0.17303995368752823,0.22644282418405481,0.3762319223056636,0.008719226039190175,0.019348669608952207,0.015465763383460285,0.030349792630644856,0.022918915907716553,3.5271736227800323,5.086020170909736
312600,0.010314954081309224,0.0026886035408892894,0.11543566079350853,0.13807198555751654,0.2663439796834197,0.023719003603879685,0.046866678761901426,0.03358709300108842,0.10464723197181058,0.03649763867333178,0.1572794798870234,4.106306653687906,0.35215968200686376,0.07407790083207288,0.04855665921510166,0.014088469056503072,0.012880579360306399,0.021651603877515413,0.3502143688850765,0.3390993063515779,0.21854967673716885,0.2116003403264628,0.19403434125390362,0.1059555283492486,0.39543484859440525,0.011169315874532515,0.027216660319865582,0.01805866846483184,0.03670977892695504,0.028553997936107578,4.037099586650389,4.93220794022909
312900,0.20928287077713748,0.005955634042649649,0.04814131354491735,0.20046320410671825,0.23211608538279904,0.021624638568141563,0.06703116984979118,0.012098457789370798,0.04991816503589064,0.0413727502684722,0.17240293399041207,2.0074414006003067,0.3303238024258377,0.03226052914757105,0.01565831945161733,0.01453332345499092,0.015575711556415683,0.011162044900451917,0.14993967827654586,0.1486604383449972,0.13905100592931774,0.20275635781727885,0.09473989948739359,0.2767333457078607,0.24350911315147528,0.0031405251408713752,0.004634335283753899,0.007498466553990113,0.013187250465847455,0.009422519266493623,2.087007870527669,3.913179879358724
313200,0.06993655336646043,0.003073883315543924,0.14725589150757656,0.1570002330048439,0.33103224059435377,0.03707832453257254,0.08001282868359283,0.04385526101837911,0.134140524563108,0.04074724939902552,0.15995680017906722,5.45158902206385,0.41564622122223227,0.11392992085391995,0.08040338727734309,0.017232589526386732,0.014415579678605184,0.026377706826934855,0.442759254926159,0.41962410393555416,0.25138650713852684,0.2505032634493247,0.2425771431795809,0.0777106911583374,0.49257962364576713,0.014916011621252778,0.03758148568164188,0.023713885085669517,0.04747976186948222,0.037318052857791884,5.310122614524278,6.090579723852472
313500,0.1752476067600881,0.0055113647999363025,0.05672457787445495,0.19205355095377286,0.22901409059777222,0.01698155224604392,0.05440007341387343,0.014507128147755566,0.056790201134447216,0.04088045126898976,0.16911261000047517,2.2209019519116637,0.3302538905269756,0.01705480031888129,0.01013387538308308,0.014396605933065132,0.015281111289816351,0.01251875688098636,0.17461927111398268,0.16218713240721883,0.15162606969256132,0.20101865257949925,0.09790205065603885,0.2589733127444944,0.26063588033095897,0.004190765399876284,0.007858142158262638,0.00890452604966896,0.01591136034563334,0.01146973350987679,2.3596749563541417,4.096673518067961
313800,0.24128051480160195,0.0048060970807455305,0.04884671897698212,0.20906484422214788,0.19800486082547053,0.02980499683585691,0.08801819603195327,0.00790447712293485,0.040061805622578106,0.04417186870153955,0.2151760031797707,1.2857411253089381,0.3198721403146365,0.05020262132064346,0.060376748407712455,0.012096642205541741,0.016162675839645146,0.012319440019517458,0.145783461278576,0.1157069102637891,0.17673926992766553,0.1957978234693485,0.07352730421749953,0.3002289865530656,0.22524316262629895,0.0015552729171020019,0.0007132814000669896,0.005025682867120906,0.00816813090400359,0.005992290419627011,1.479266896327133,3.6601225308881236
314100,0.31911632504394305,0.0062290832984146505,0.007189353868106707,0.22553335601320867,0.1753144087662477,0.0481359247393911,0.13314372806182462,0.003170806585274022,0.009665671502887108,0.041196507352644574,0.19239317350839968,0.2935306177645778,0.27915026103153195,0.09421909613331536,0.07650907360367398,0.011509304177067747,0.015654635155435415,0.005206209191733535,0.02474787849248372,0.02154858394682435,0.10744502058633998,0.17476000201929764,0.020491653487567874,0.3425775074231936,0.1347581383026082,0.002522238024290857,0.010009580974774224,0.0007325398378625891,0.004561797895426878,0.003617904051694154,0.3508209402744139,2.688607467029267
314400,0.13306024022651286,0.0036229760058006377,0.05267673482034496,0.17025037914606855,0.1811363927967733,0.016250045437118388,0.04911807018962833,0.01108544765459385,0.04439856239992679,0.03423106985392366,0.16221420972527056,1.6983581850392895,0.26290853650576196,0.011476866936668273,0.028817330943752495,0.010281327207501079,0.012515000169074142,0.011460379484226735,0.15369241908879872,0.11360329017593784,0.15005528386991074,0.1643450966339799,0.07098681200690038,0.19637077447123374,0.21803647029716444,0.003121545968262751,0.006591524197254728,0.006554836545120679,0.011217302945155438,0.008877735830708389,1.7678689195669324,3.297908194843553
314700,0.0388200059789483,0.0033511259841176866,0.10276405893354479,0.12945156290554394,0.2525772019000314,0.022041018679594515,0.0476813134310774,0.030182666870295805,0.09399930411927215,0.030398676746571596,0.09901431443462627,4.018507544291218,0.31003189442927237,0.07804033074997818,0.06367615823281625,0.013826099692749949,0.011109773397230072,0.017315854281491738,0.30028645748870275,0.2852135686632522,0.1571687798149881,0.18657590573908323,0.164147986431189,0.06777080211842446,0.35085350593658404,0.010270917229632914,0.026150448235270574,0.016581785991142795,0.0321304778436442,0.02559765038427031,3.963430444663715,4.601169446628402
315000,0.053598291177635815,0.0031959044718945506,0.07549192671263683,0.14038757990271478,0.20157417798384358,0.003811960274738624,0.0009812804281281728,0.019101031844627414,0.06456094878807761,0.030934862824594234,0.12154068209190427,2.5825847922584835,0.2721029679172844,0.02746636042255801,0.011061446416910314,0.011189470800033519,0.01126082831087416,0.013752343855500726,0.21803592843306774,0.194293685314733,0.1441508706268948,0.16396420907710763,0.11608397135602644,0.126559873073937,0.2670936886953186,0.006143641327831517,0.014792861183366313,0.010695602358296696,0.019929728061256924,0.016061027222121993,2.630675249848082,3.68785182331635
315300,0.06615791324120579,0.00409044654138313,0.07972432497513893,0.15247168565666414,0.2547634032206787,0.0098835603151457,0.010251139770140583,0.025908692448375348,0.08505346030919014,0.03594956316171505,0.14595989903003925,3.394025071671088,0.3368615367994039,0.03625214651616915,0.038169311409390616,0.014513788373861303,0.013158121446195992,0.016740792325222742,0.26035975052644034,0.2792584801092346,0.17118273305129605,0.20280153062651607,0.160025146734327,0.16525075437911596,0.3336142875805592,0.008387836816581284,0.019342595168119203,0.014503497673196364,0.028282956781005453,0.021706531968121112,3.1884882364675113,4.270760680000005
315600,0.03485808617985242,0.0025134505266137808,0.12459676545391574,0.14762449773873243,0.27491416751092146,0.025136363543353468,0.05148593657064282,0.03549711101685915,0.11120194882595058,0.03790367053188248,0.16349353960886504,4.3744937236265,0.36401187955819836,0.08678082975229984,0.04826330019117364,0.014355057181745678,0.013319100753484747,0.023144345212180895,0.3742258641698655,0.3462146159783117,0.23622874109533143,0.2189187479438175,0.19404362627123817,0.09591879964460759,0.4206081279288867,0.01198358405361688,0.03019789531366257,0.019186593521553164,0.03818489213668386,0.03022792729072421,4.312942190809492,5.241983665182492
315900,0.1690469589623831,0.00474901739092104,0.0734287457178695,0.20699651084254356,0.2564745606074652,0.010415312540025923,0.04188970539080117,0.018702306635979937,0.06893505085915308,0.044435075889765585,0.20372828125259446,2.6192665407484803,0.3648549672364183,0.007037861103093235,0.01574088656649053,0.014425756331242212,0.016209000264254314,0.016310419513672514,0.2285443680874195,0.22411689751089625,0.1950432525195609,0.22272988910847857,0.13379104348891246,0.24626188402636018,0.31566381857672354,0.005384460814717329,0.01109376327305256,0.010506427393075057,0.019509602301418738,0.015512175251174654,2.529202843605669,4.3398038924130535
316200,0.2121883099990356,0.005250560552809702,0.07274489653691063,0.22050668002963647,0.25842392024360805,0.018930675709746936,0.06349512837759619,0.01772033316454724,0.06782499402886089,0.049326412386399454,0.23738430690738,2.4284130817213203,0.38818023909167465,0.02236046170560968,0.029317331845867045,0.01533054797186395,0.017971041944683463,0.01707183462496431,0.22755118023035692,0.21033579130357793,0.21852445166250334,0.2380588449591272,0.12546425291897378,0.30527636816389503,0.31658941516960937,0.004935881359251937,0.008832712220993244,0.010219264292295804,0.01971993547950035,0.014267038670524812,2.547035748312535,4.67628296209094
316500,0.09026597132894665,0.004666565461093342,0.0877661423992322,0.17180419264168734,0.2790592987434337,0.006492405830670123,0.0015193023676474127,0.0268341533034544,0.0881562974695953,0.040206489574970306,0.1678664371068237,3.5878767231644773,0.36891336965582866,0.03146825110385976,0.035775117297383474,0.01581029118904098,0.014731303570272303,0.017779540007659023,0.276056336818975,0.2930678304620926,0.18606070101648697,0.2243754746522626,0.17095848246218992,0.18838743567876293,0.35530540639781805,0.00844712480791543,0.018923619624935384,0.014747117710733448,0.029407823330792837,0.022472358373953227,3.4437078393697513,4.722164290188218
316800,0.25654489364393385,0.005363209012273273,0.04530784447116787,0.22998610883384885,0.23031501460157955,0.030292274816048348,0.09180762568377787,0.008951774931738044,0.043279263178519045,0.045878341797298106,0.2267257060742125,1.5802394813973315,0.3443123164085051,0.05182402289721466,0.052838896226823806,0.013245463980915417,0.016898158192923063,0.012426385644864979,0.14462755076146294,0.14363043961292732,0.1772800012743332,0.21411712586802167,0.08799088022613688,0.30703175743724387,0.24930349620127856,0.0016452686897920898,0.0009383493198171777,0.0052042608910767285,0.008528788148495892,0.007077376950704206,1.4547392265053216,3.6686643533878853
317100,0.08026830077342595,0.0036855238708639604,0.1033161615633702,0.19308587815368838,0.27990506839724105,0.006319048366819402,0.0004898468437986025,0.028017553428341557,0.09401724712632387,0.044330211734035174,0.20483667432671382,3.599989023483012,0.3876408986847224,0.03822005199417333,0.009540305954523376,0.014908305803800204,0.01583255549290641,0.02112528686206616,0.3170540136622719,0.30172963042033984,0.23579179877324208,0.23516664349370586,0.17203503409096044,0.18716756498923814,0.3905763425669022,0.008893444166467646,0.021147919942507087,0.015257591927479552,0.02951540633286953,0.02372352060125138,3.463889232299637,4.985321062677841
317400,0.09654311643461,0.0035531779972046706,0.08145859332844196,0.18367217676087222,0.24305465325878828,0.001797325679596895,0.016881242695824028,0.02066098166782382,0.07127982997141658,0.03857758229761998,0.18127937215368206,2.825389171044179,0.3283416899389877,0.01883420707609673,0.0029682060250877385,0.012571809107598142,0.013899070206939257,0.01648932124927427,0.24311673286335633,0.23214610572204464,0.19055057930511765,0.20309282601824918,0.13340051779622542,0.17166405267698082,0.3172487875161991,0.006231047947537149,0.014627835859471361,0.010993778097699192,0.021061895414035803,0.017529500848254997,2.638596022231942,4.074283216746165
317700,0.05855358394894239,0.0035322057777591453,0.08548800511531596,0.14326231723843108,0.2432329286295314,0.010751076160566697,0.013401040219676474,0.02591858503976141,0.08395699148861979,0.03542503838333033,0.15183096108158622,3.288531505636822,0.32760603460602766,0.03786264441495035,0.03254894872900138,0.013603303040362391,0.01279482309688973,0.017315596838244574,0.26951017032150304,0.27855893850736635,0.1807035141954998,0.19737085522429965,0.16062137409666377,0.15381392990946807,0.3301808005072999,0.008334511465015737,0.019103822096688816,0.014204570256346472,0.028558829219463178,0.021800180359988985,3.193360180955195,4.261441403875657
318000,0.014620277616316457,0.002882210460306567,0.12253064991909923,0.15582319831658964,0.31237996323357464,0.029927114188453174,0.05741670603711668,0.039118198450452724,0.12143066999764329,0.04026923923517245,0.18319902479412065,4.803788253033822,0.40230714573141313,0.0867740254370446,0.06431867322491769,0.01592871650689176,0.014173743206534084,0.02467938857162011,0.39202562586732626,0.41880330906967345,0.24954865805791826,0.24299042573946394,0.23075439399035247,0.11405930913807083,0.4610545991363111,0.012907630580109242,0.03159829684121007,0.020700544307231894,0.042268670013797305,0.033503875307523856,4.377394330789195,5.289052536729323
